1.890545272827148438e+01,-1.742860078811645508e+00,-1.371951252222061157e-01,2.311093568801879883e+00,-2.099949121475219727e+00,-8.723838925361633301e-01,8.291460871696472168e-01,2.364990711212158203e+00
-6.802572250366210938e+00,-3.474706411361694336e+00,-2.073580324649810791e-01,5.748044848442077637e-01,6.618408560752868652e-01,8.321796059608459473e-01,-4.009293317794799805e-01,2.464238643646240234e+00
-7.958515644073486328e+00,1.176250934600830078e+01,-1.208042979240417480e+00,-4.728666841983795166e-01,-6.761489510536193848e-01,1.306241273880004883e+00,6.787836551666259766e-01,-1.269816398620605469e+00
9.097087860107421875e+00,-1.452805399894714355e+00,-1.415793448686599731e-01,2.140399217605590820e+00,-4.775332450866699219e+00,8.701981902122497559e-01,-1.319131255149841309e+00,1.184463873505592346e-01
-8.612976074218750000e+00,-2.206112146377563477e-01,-4.316688537597656250e+00,-2.194320678710937500e+00,-6.440760493278503418e-01,-1.788395643234252930e+00,1.349247455596923828e+00,-3.036004006862640381e-01
3.634369611740112305e+00,-1.629607677459716797e+00,-6.973147392272949219e-02,-5.106283426284790039e-01,2.521804332733154297e+00,-3.198794126510620117e+00,1.276201486587524414e+00,-4.849907755851745605e-01
-2.195965957641601562e+01,1.149397373199462891e+00,-2.471005201339721680e+00,-1.677165180444717407e-01,3.021812438964843750e+00,2.519712448120117188e+00,5.267741680145263672e-01,-8.257209658622741699e-01
3.665866470336914062e+01,2.267313241958618164e+00,-2.773400783538818359e+00,1.969430446624755859e+00,3.090203523635864258e+00,1.604875206947326660e+00,2.541178703308105469e+00,-8.889262676239013672e-01
4.502652359008789062e+01,1.171258926391601562e+00,-3.189152479171752930e+00,8.443033218383789062e+00,3.706573247909545898e+00,1.161287546157836914e+00,2.762500762939453125e+00,-1.807079672813415527e+00
1.924426841735839844e+01,-1.085922002792358398e+00,2.662601768970489502e-01,-1.184683203697204590e+00,6.282759189605712891e+00,-1.151594758033752441e+00,-4.809918880462646484e+00,-1.574804782867431641e+00
