1.969721794128417969e+01,-1.039759665727615356e-01,1.980207085609436035e+00,-9.394881725311279297e-01,1.172836542129516602e+00,-3.401950001716613770e-01,1.703712224960327148e+00,-1.425642609596252441e+00
-1.628710174560546875e+01,-4.041066169738769531e+00,1.684470176696777344e-01,2.426809549331665039e+00,1.652394056320190430e+00,3.170418739318847656e-01,1.214729189872741699e+00,-1.247008681297302246e+00
-8.617439270019531250e+00,1.352081203460693359e+01,-3.610480427742004395e-01,8.580151200294494629e-01,9.839162826538085938e-01,-5.609216094017028809e-01,-6.396765708923339844e-01,-8.945398926734924316e-01
3.776503801345825195e+00,-7.892636060714721680e-01,2.750781536102294922e+00,-3.320602416992187500e+00,-5.125196278095245361e-02,-7.926544547080993652e-01,-3.337213099002838135e-01,4.948962628841400146e-01
1.172218471765518188e-01,-6.807417869567871094e-01,-6.887381672859191895e-01,1.314514517784118652e+00,-2.407353639602661133e+00,1.590645790100097656e+00,-8.936610221862792969e-01,-2.613420248031616211e+00
-2.533334732055664062e+00,2.763680696487426758e+00,1.328669935464859009e-01,1.552516341209411621e+00,-2.690962553024291992e+00,7.162489295005798340e-01,-3.741242289543151855e-01,-1.386105656623840332e+00
-1.266666507720947266e+01,3.445917367935180664e+00,5.080083608627319336e-01,5.856345966458320618e-02,-3.346672654151916504e-01,8.245540261268615723e-01,1.295461598783731461e-02,-3.685392439365386963e-01
1.780957794189453125e+01,5.538875460624694824e-01,2.471766471862792969e+00,-5.623971819877624512e-01,9.067786335945129395e-01,1.718825936317443848e+00,1.255295872688293457e+00,-1.403721451759338379e+00
3.346308135986328125e+01,4.738055229187011719e+00,6.930536270141601562e+00,9.339394569396972656e-01,1.398192405700683594e+00,1.724472284317016602e+00,2.621866941452026367e+00,1.412480831146240234e+00
-1.993600082397460938e+01,-3.311675548553466797e+00,1.176914796233177185e-01,2.148001670837402344e+00,2.334352731704711914e+00,2.614656209945678711e+00,-4.852291345596313477e-01,7.750009298324584961e-01
-8.655847549438476562e+00,1.084065151214599609e+01,-1.178049296140670776e-01,2.059470564126968384e-01,-1.738472729921340942e-01,-1.458294630050659180e+00,8.207218050956726074e-01,6.364057213068008423e-02
